rho,eta,c,mu,loss
0.0,0.19,0.05,0.59,0.037063558
0.0,0.19,0.05,0.67,0.045626
0.0,0.19,0.06,0.6,0.044256628
0.0,0.19,0.06,0.62,0.04868724
0.0,0.2,0.0,0.52,0.04453887
0.0,0.2,0.01,0.6,0.04214927
0.0,0.2,0.01,0.62,0.04564743
0.0,0.2,0.01,0.63,0.04503338
0.0,0.2,0.01,0.64,0.034924854
0.0,0.2,0.01,0.66,0.04537613
0.0,0.2,0.01,0.7,0.0448321
0.0,0.2,0.02,0.53,0.04685384
0.0,0.2,0.02,0.6,0.04992808
0.0,0.2,0.02,0.64,0.03637349
0.0,0.2,0.02,0.66,0.047610763
0.0,0.2,0.02,0.69,0.042050045
0.0,0.2,0.02,0.73,0.049129512
0.0,0.2,0.03,0.54,0.03849777
0.0,0.2,0.03,0.58,0.033294633
0.0,0.2,0.03,0.61,0.03606519
0.0,0.2,0.03,0.64,0.049774565
0.0,0.2,0.03,0.68,0.044047702
0.0,0.2,0.04,0.59,0.046336375
0.0,0.2,0.04,0.6,0.040715806
0.0,0.2,0.04,0.61,0.046134166
0.0,0.2,0.04,0.62,0.04766378
0.0,0.2,0.04,0.63,0.03757646
0.0,0.2,0.04,0.64,0.04505223
0.0,0.2,0.04,0.69,0.044912603
0.0,0.2,0.04,0.74,0.041080095
0.0,0.2,0.05,0.52,0.044042926
0.0,0.2,0.05,0.56,0.037991427
0.0,0.2,0.05,0.58,0.045750048
0.0,0.2,0.05,0.59,0.044511758
0.0,0.2,0.05,0.62,0.04718129
0.0,0.2,0.05,0.64,0.044255286
0.0,0.2,0.05,0.67,0.046839166
0.0,0.2,0.06,0.51,0.043361276
0.0,0.2,0.06,0.59,0.04652176
0.0,0.2,0.06,0.6,0.043905415
0.0,0.2,0.06,0.62,0.04964195
0.0,0.2,0.07,0.58,0.048979037
0.0,0.2,0.07,0.61,0.048019968
0.0,0.2,0.07,0.64,0.049794633
0.0,0.2,0.09,0.62,0.0487144
0.0,0.21,0.0,0.6,0.045552913
0.0,0.21,0.01,0.51,0.04923879
0.0,0.21,0.01,0.54,0.044186126
0.0,0.21,0.01,0.63,0.04767016
0.0,0.21,0.02,0.42,0.042262107
0.0,0.21,0.02,0.59,0.042276423
0.0,0.21,0.02,0.6,0.046084646
0.0,0.21,0.02,0.63,0.04771628
0.0,0.21,0.02,0.64,0.04545512
0.0,0.21,0.02,0.69,0.047843542
0.0,0.21,0.03,0.55,0.045446634
0.0,0.21,0.03,0.56,0.046695966
0.0,0.21,0.03,0.58,0.04409658
0.0,0.21,0.03,0.6,0.048352234
0.0,0.21,0.03,0.61,0.046360206
0.0,0.21,0.03,0.63,0.03603703
0.0,0.21,0.03,0.64,0.03867691
0.0,0.21,0.03,0.67,0.04660925
0.0,0.21,0.03,0.71,0.040005926
0.0,0.21,0.04,0.55,0.049557894
0.0,0.21,0.04,0.58,0.039797265
0.0,0.21,0.04,0.59,0.044631857
0.0,0.21,0.04,0.62,0.041438445
0.0,0.21,0.04,0.66,0.044497088
0.0,0.21,0.04,0.67,0.045362517
0.0,0.21,0.04,0.72,0.046955127
0.0,0.21,0.05,0.58,0.048832677
0.0,0.21,0.05,0.61,0.039367504
0.0,0.21,0.05,0.62,0.0449597
0.0,0.21,0.05,0.63,0.048802197
0.0,0.21,0.05,0.65,0.045490522
0.0,0.21,0.05,0.66,0.040390488
0.0,0.21,0.06,0.56,0.048699297
0.0,0.21,0.06,0.57,0.04794068
0.0,0.21,0.06,0.6,0.045934137
0.0,0.21,0.06,0.63,0.047681667
0.0,0.21,0.07,0.6,0.049928267
0.0,0.21,0.07,0.64,0.048437458
0.0,0.21,0.07,0.65,0.047268637
0.0,0.21,0.07,0.7,0.049459603
0.0,0.21,0.08,0.71,0.047801733
0.0,0.22,0.0,0.57,0.046858653
0.0,0.22,0.0,0.6,0.04023748
0.0,0.22,0.0,0.64,0.044218633
0.0,0.22,0.0,0.69,0.037559614
0.0,0.22,0.01,0.51,0.049801726
0.0,0.22,0.01,0.61,0.042504326
0.0,0.22,0.01,0.64,0.045434546
0.0,0.22,0.01,0.66,0.04795864
0.0,0.22,0.02,0.51,0.04087904
0.0,0.22,0.02,0.56,0.046939153
0.0,0.22,0.02,0.57,0.03917843
0.0,0.22,0.02,0.6,0.049974974
0.0,0.22,0.02,0.61,0.0444543
0.0,0.22,0.02,0.62,0.044582333
0.0,0.22,0.03,0.59,0.044268597
0.0,0.22,0.03,0.61,0.03906889
0.0,0.22,0.03,0.64,0.043271147
0.0,0.22,0.03,0.68,0.042947263
0.0,0.22,0.04,0.58,0.041211
0.0,0.22,0.04,0.6,0.046040554
0.0,0.22,0.04,0.62,0.039392333
0.0,0.22,0.04,0.63,0.038094465
0.0,0.22,0.04,0.65,0.04341721
0.0,0.22,0.04,0.66,0.03640593
0.0,0.22,0.04,0.67,0.047506265
0.0,0.22,0.04,0.69,0.041650787
0.0,0.22,0.04,0.71,0.045292318
0.0,0.22,0.04,0.72,0.042797897
0.0,0.22,0.05,0.55,0.034714058
0.0,0.22,0.05,0.58,0.046686873
0.0,0.22,0.05,0.59,0.046751127
0.0,0.22,0.05,0.6,0.03449179
0.0,0.22,0.05,0.62,0.03972344
0.0,0.22,0.05,0.63,0.044902477
0.0,0.22,0.05,0.64,0.04409161
0.0,0.22,0.05,0.66,0.044009026
0.0,0.22,0.06,0.58,0.04376264
0.0,0.22,0.06,0.59,0.04731961
0.0,0.22,0.06,0.6,0.04835858
0.0,0.22,0.06,0.61,0.04381914
0.0,0.22,0.06,0.62,0.032777533
0.0,0.22,0.06,0.64,0.04552989
0.0,0.22,0.06,0.65,0.045178723
0.0,0.22,0.07,0.58,0.047055822
0.0,0.22,0.07,0.59,0.047727127
0.0,0.22,0.08,0.6,0.04985638
0.0,0.22,0.08,0.62,0.0471341
0.0,0.22,0.09,0.58,0.049846932
0.0,0.22,0.09,0.6,0.046690777
0.0,0.23,0.0,0.55,0.04687254
0.0,0.23,0.0,0.58,0.045479678
0.0,0.23,0.0,0.63,0.037377045
0.0,0.23,0.0,0.64,0.046207298
0.0,0.23,0.0,0.67,0.032039553
0.0,0.23,0.01,0.56,0.04198465
0.0,0.23,0.01,0.59,0.048848964
0.0,0.23,0.01,0.6,0.048011266
0.0,0.23,0.01,0.61,0.04973499
0.0,0.23,0.01,0.67,0.037143
0.0,0.23,0.02,0.51,0.046396323
0.0,0.23,0.02,0.55,0.044862017
0.0,0.23,0.02,0.56,0.043930408
0.0,0.23,0.02,0.57,0.03991143
0.0,0.23,0.02,0.58,0.04112825
0.0,0.23,0.02,0.61,0.049628843
0.0,0.23,0.02,0.63,0.043127373
0.0,0.23,0.02,0.65,0.046958927
0.0,0.23,0.02,0.66,0.047734868
0.0,0.23,0.02,0.67,0.037257172
0.0,0.23,0.02,0.69,0.033085406
0.0,0.23,0.03,0.54,0.049232315
0.0,0.23,0.03,0.56,0.04444241
0.0,0.23,0.03,0.57,0.04001828
0.0,0.23,0.03,0.58,0.032666527
0.0,0.23,0.03,0.59,0.036271352
0.0,0.23,0.03,0.61,0.049627434
0.0,0.23,0.03,0.62,0.04224841
0.0,0.23,0.03,0.64,0.048023213
0.0,0.23,0.03,0.65,0.04696522
0.0,0.23,0.03,0.66,0.0412705
0.0,0.23,0.03,0.67,0.035383813
0.0,0.23,0.03,0.69,0.03736781
0.0,0.23,0.04,0.52,0.04065351
0.0,0.23,0.04,0.55,0.04016173
0.0,0.23,0.04,0.57,0.038932472
0.0,0.23,0.04,0.59,0.040759407
0.0,0.23,0.04,0.6,0.043403067
0.0,0.23,0.04,0.63,0.046575323
0.0,0.23,0.04,0.64,0.0378169
0.0,0.23,0.04,0.67,0.04340573
0.0,0.23,0.04,0.68,0.04556559
0.0,0.23,0.05,0.51,0.044097543
0.0,0.23,0.05,0.52,0.042574897
0.0,0.23,0.05,0.55,0.047639497
0.0,0.23,0.05,0.6,0.04759688
0.0,0.23,0.05,0.62,0.046598114
0.0,0.23,0.05,0.63,0.04470802
0.0,0.23,0.05,0.65,0.04642815
0.0,0.23,0.05,0.69,0.049663175
0.0,0.23,0.05,0.72,0.04912888
0.0,0.23,0.06,0.55,0.042346567
0.0,0.23,0.06,0.59,0.04835589
0.0,0.23,0.06,0.6,0.04512603
0.0,0.23,0.06,0.62,0.03907282
0.0,0.23,0.06,0.64,0.043105237
0.0,0.23,0.06,0.65,0.0399632
0.0,0.23,0.06,0.66,0.045997545
0.0,0.23,0.06,0.69,0.04286313
0.0,0.23,0.07,0.58,0.036800098
0.0,0.23,0.07,0.6,0.04051731
0.0,0.23,0.07,0.74,0.043159287
0.0,0.23,0.08,0.53,0.04981668
0.0,0.23,0.08,0.61,0.046570152
0.0,0.23,0.08,0.62,0.044172507
0.0,0.23,0.08,0.65,0.04390286
0.0,0.24,0.0,0.56,0.048178088
0.0,0.24,0.0,0.57,0.046620253
0.0,0.24,0.0,0.64,0.04159656
0.0,0.24,0.0,0.66,0.047343463
0.0,0.24,0.01,0.55,0.04132051
0.0,0.24,0.01,0.56,0.031533968
0.0,0.24,0.01,0.57,0.04776985
0.0,0.24,0.01,0.59,0.04509843
0.0,0.24,0.01,0.6,0.045697693
0.0,0.24,0.01,0.61,0.046352122
0.0,0.24,0.01,0.65,0.04438069
0.0,0.24,0.01,0.66,0.049488626
0.0,0.24,0.02,0.55,0.038077414
0.0,0.24,0.02,0.56,0.04948388
0.0,0.24,0.02,0.57,0.04566395
0.0,0.24,0.02,0.58,0.030848436
0.0,0.24,0.02,0.62,0.034674753
0.0,0.24,0.02,0.63,0.03921654
0.0,0.24,0.02,0.65,0.041746877
0.0,0.24,0.02,0.66,0.038432892
0.0,0.24,0.02,0.67,0.034696892
0.0,0.24,0.03,0.56,0.04923577
0.0,0.24,0.03,0.58,0.029966613
0.0,0.24,0.03,0.6,0.047677364
0.0,0.24,0.03,0.64,0.03736639
0.0,0.24,0.03,0.65,0.049090084
0.0,0.24,0.03,0.66,0.045189057
0.0,0.24,0.03,0.67,0.03773701
0.0,0.24,0.03,0.69,0.037348066
0.0,0.24,0.04,0.53,0.046592932
0.0,0.24,0.04,0.57,0.04887187
0.0,0.24,0.04,0.61,0.035970736
0.0,0.24,0.04,0.62,0.03680318
0.0,0.24,0.04,0.63,0.045965116
0.0,0.24,0.04,0.64,0.046586994
0.0,0.24,0.04,0.65,0.044282995
0.0,0.24,0.04,0.66,0.046351656
0.0,0.24,0.05,0.56,0.04012247
0.0,0.24,0.05,0.58,0.040209968
0.0,0.24,0.05,0.6,0.047242284
0.0,0.24,0.05,0.68,0.041321572
0.0,0.24,0.06,0.58,0.045584694
0.0,0.24,0.06,0.59,0.049512792
0.0,0.24,0.06,0.64,0.04424383
0.0,0.24,0.06,0.67,0.040484738
0.0,0.24,0.07,0.59,0.049645256
0.0,0.24,0.07,0.65,0.049888283
0.0,0.24,0.09,0.59,0.04194739
0.0,0.25,0.0,0.55,0.048089042
0.0,0.25,0.0,0.56,0.044291355
0.0,0.25,0.0,0.59,0.036663994
0.0,0.25,0.0,0.6,0.041178793
0.0,0.25,0.0,0.64,0.04956412
0.0,0.25,0.0,0.66,0.042428914
0.0,0.25,0.0,0.69,0.04901854
0.0,0.25,0.01,0.52,0.041560546
0.0,0.25,0.01,0.57,0.039652795
0.0,0.25,0.01,0.58,0.049237855
0.0,0.25,0.01,0.59,0.046390045
0.0,0.25,0.01,0.6,0.03976468
0.0,0.25,0.01,0.61,0.04504993
0.0,0.25,0.01,0.63,0.040487975
0.0,0.25,0.01,0.68,0.049301777
0.0,0.25,0.01,0.69,0.03915794
0.0,0.25,0.01,0.73,0.047641188
0.0,0.25,0.02,0.52,0.046172407
0.0,0.25,0.02,0.59,0.035864417
0.0,0.25,0.02,0.61,0.040635813
0.0,0.25,0.02,0.62,0.03532157
0.0,0.25,0.02,0.63,0.039672285
0.0,0.25,0.02,0.64,0.045865197
0.0,0.25,0.02,0.68,0.036981918
0.0,0.25,0.03,0.57,0.043570824
0.0,0.25,0.03,0.59,0.024652405
0.0,0.25,0.03,0.6,0.03231193
0.0,0.25,0.03,0.63,0.040390737
0.0,0.25,0.03,0.64,0.045058623
0.0,0.25,0.03,0.67,0.03486142
0.0,0.25,0.03,0.7,0.035046935
0.0,0.25,0.03,0.71,0.03888641
0.0,0.25,0.04,0.54,0.044339236
0.0,0.25,0.04,0.56,0.03634293
0.0,0.25,0.04,0.57,0.043386742
0.0,0.25,0.04,0.6,0.032813914
0.0,0.25,0.04,0.61,0.044619594
0.0,0.25,0.04,0.62,0.04412011
0.0,0.25,0.04,0.63,0.043672677
0.0,0.25,0.04,0.64,0.04166968
0.0,0.25,0.04,0.65,0.04416764
0.0,0.25,0.04,0.66,0.043594874
0.0,0.25,0.04,0.69,0.0430732
0.0,0.25,0.05,0.52,0.04573489
0.0,0.25,0.05,0.54,0.045574646
0.0,0.25,0.05,0.55,0.047582228
0.0,0.25,0.05,0.58,0.0427007
0.0,0.25,0.05,0.6,0.04736596
0.0,0.25,0.05,0.61,0.045069795
0.0,0.25,0.05,0.62,0.038539924
0.0,0.25,0.05,0.63,0.03927047
0.0,0.25,0.05,0.64,0.04430814
0.0,0.25,0.05,0.69,0.03863427
0.0,0.25,0.05,0.73,0.039071735
0.0,0.25,0.06,0.55,0.045771826
0.0,0.25,0.06,0.57,0.0379883
0.0,0.25,0.06,0.59,0.047928095
0.0,0.25,0.06,0.63,0.046104923
0.0,0.25,0.06,0.67,0.043060765
0.0,0.25,0.06,0.68,0.042064294
0.0,0.25,0.07,0.53,0.048254654
0.0,0.25,0.07,0.56,0.04684721
0.0,0.25,0.07,0.64,0.039960653
0.0,0.25,0.07,0.66,0.042268068
0.0,0.25,0.08,0.54,0.04822791
0.0,0.25,0.08,0.67,0.049150266
0.0,0.25,0.09,0.62,0.04418022
0.0,0.26,0.0,0.55,0.043867722
0.0,0.26,0.0,0.56,0.0477624
0.0,0.26,0.0,0.59,0.03862314
0.0,0.26,0.0,0.6,0.04893597
0.0,0.26,0.0,0.62,0.046227034
0.0,0.26,0.0,0.65,0.04884577
0.0,0.26,0.0,0.66,0.048337866
0.0,0.26,0.0,0.69,0.045826025
0.0,0.26,0.01,0.51,0.048724037
0.0,0.26,0.01,0.54,0.049187195
0.0,0.26,0.01,0.56,0.036498267
0.0,0.26,0.01,0.57,0.032355383
0.0,0.26,0.01,0.58,0.0448732
0.0,0.26,0.01,0.61,0.04181113
0.0,0.26,0.01,0.65,0.049715757
0.0,0.26,0.01,0.68,0.03426449
0.0,0.26,0.01,0.69,0.033216927
0.0,0.26,0.01,0.73,0.0430422
0.0,0.26,0.02,0.5,0.039638747
0.0,0.26,0.02,0.57,0.039111365
0.0,0.26,0.02,0.58,0.030799706
0.0,0.26,0.02,0.59,0.03220355
0.0,0.26,0.02,0.6,0.03940848
0.0,0.26,0.02,0.62,0.044923846
0.0,0.26,0.02,0.63,0.04216787
0.0,0.26,0.02,0.65,0.04771156
0.0,0.26,0.02,0.66,0.036893934
0.0,0.26,0.02,0.67,0.047394127
0.0,0.26,0.02,0.69,0.027746286
0.0,0.26,0.03,0.49,0.033523813
0.0,0.26,0.03,0.53,0.049383864
0.0,0.26,0.03,0.54,0.047550444
0.0,0.26,0.03,0.56,0.034030985
0.0,0.26,0.03,0.57,0.03371921
0.0,0.26,0.03,0.58,0.04134602
0.0,0.26,0.03,0.59,0.037402727
0.0,0.26,0.03,0.61,0.040263258
0.0,0.26,0.03,0.63,0.039437514
0.0,0.26,0.03,0.65,0.03192504
0.0,0.26,0.03,0.66,0.033116646
0.0,0.26,0.03,0.68,0.032622803
0.0,0.26,0.03,0.69,0.04598333
0.0,0.26,0.04,0.58,0.037812054
0.0,0.26,0.04,0.59,0.035424568
0.0,0.26,0.04,0.6,0.038157623
0.0,0.26,0.04,0.61,0.04054231
0.0,0.26,0.04,0.62,0.049972214
0.0,0.26,0.04,0.63,0.038757708
0.0,0.26,0.04,0.64,0.039286327
0.0,0.26,0.04,0.65,0.04539361
0.0,0.26,0.04,0.66,0.03731792
0.0,0.26,0.05,0.54,0.040391818
0.0,0.26,0.05,0.55,0.03399903
0.0,0.26,0.05,0.56,0.03637507
0.0,0.26,0.05,0.57,0.04142942
0.0,0.26,0.05,0.58,0.032078423
0.0,0.26,0.05,0.59,0.04514029
0.0,0.26,0.05,0.61,0.039676156
0.0,0.26,0.05,0.63,0.038962156
0.0,0.26,0.05,0.65,0.041054416
0.0,0.26,0.05,0.67,0.041784495
0.0,0.26,0.06,0.57,0.03322685
0.0,0.26,0.06,0.58,0.046679303
0.0,0.26,0.06,0.6,0.04250555
0.0,0.26,0.06,0.62,0.04333742
0.0,0.26,0.06,0.63,0.04671716
0.0,0.26,0.06,0.65,0.03615836
0.0,0.26,0.06,0.66,0.04757171
0.0,0.26,0.07,0.59,0.043996297
0.0,0.26,0.07,0.61,0.046158895
0.0,0.26,0.08,0.52,0.049582947
0.0,0.26,0.08,0.55,0.048152316
0.0,0.26,0.08,0.57,0.04321128
0.0,0.26,0.08,0.67,0.041079853
0.0,0.27,0.0,0.54,0.033839207
0.0,0.27,0.0,0.56,0.038227227
0.0,0.27,0.0,0.6,0.032966275
0.0,0.27,0.0,0.61,0.0397583
0.0,0.27,0.0,0.62,0.03655623
0.0,0.27,0.0,0.63,0.034327455
0.0,0.27,0.0,0.67,0.046612155
0.0,0.27,0.0,0.68,0.042167548
0.0,0.27,0.01,0.53,0.038670078
0.0,0.27,0.01,0.6,0.038110428
0.0,0.27,0.01,0.61,0.036523394
0.0,0.27,0.01,0.63,0.047285292
0.0,0.27,0.01,0.64,0.039150774
0.0,0.27,0.01,0.66,0.04182893
0.0,0.27,0.01,0.71,0.047865517
0.0,0.27,0.02,0.56,0.04417097
0.0,0.27,0.02,0.58,0.03549614
0.0,0.27,0.02,0.59,0.038768463
0.0,0.27,0.02,0.62,0.038490653
0.0,0.27,0.02,0.64,0.04124474
0.0,0.27,0.02,0.65,0.042620305
0.0,0.27,0.02,0.68,0.032046467
0.0,0.27,0.03,0.53,0.049332518
0.0,0.27,0.03,0.55,0.046746723
0.0,0.27,0.03,0.56,0.034844555
0.0,0.27,0.03,0.57,0.045427404
0.0,0.27,0.03,0.59,0.04201974
0.0,0.27,0.03,0.61,0.04199792
0.0,0.27,0.03,0.62,0.03929087
0.0,0.27,0.03,0.64,0.047962867
0.0,0.27,0.03,0.65,0.03873745
0.0,0.27,0.03,0.69,0.041226372
0.0,0.27,0.03,0.7,0.03394668
0.0,0.27,0.03,0.73,0.035714384
0.0,0.27,0.03,0.74,0.04618424
0.0,0.27,0.04,0.54,0.03956321
0.0,0.27,0.04,0.57,0.040418867
0.0,0.27,0.04,0.61,0.040366445
0.0,0.27,0.05,0.53,0.041050017
0.0,0.27,0.05,0.56,0.040252943
0.0,0.27,0.05,0.57,0.041247938
0.0,0.27,0.05,0.58,0.04488611
0.0,0.27,0.05,0.59,0.035297375
0.0,0.27,0.05,0.61,0.03972029
0.0,0.27,0.05,0.65,0.040778376
0.0,0.27,0.05,0.66,0.045377474
0.0,0.27,0.05,0.67,0.041051935
0.0,0.27,0.05,0.68,0.041363154
0.0,0.27,0.06,0.56,0.038941465
0.0,0.27,0.06,0.58,0.040226612
0.0,0.27,0.06,0.59,0.039758325
0.0,0.27,0.06,0.62,0.04753583
0.0,0.27,0.06,0.64,0.047703147
0.0,0.27,0.06,0.68,0.04566928
0.0,0.27,0.06,0.73,0.04822157
0.0,0.27,0.07,0.55,0.045806523
0.0,0.27,0.07,0.57,0.04925106
0.0,0.27,0.07,0.59,0.04314307
0.0,0.27,0.07,0.62,0.04664194
0.0,0.27,0.07,0.64,0.038901705
0.0,0.27,0.07,0.71,0.03743883
0.0,0.27,0.08,0.61,0.04314797
0.0,0.28,0.0,0.52,0.03326137
0.0,0.28,0.0,0.55,0.046094917
0.0,0.28,0.0,0.56,0.030140774
0.0,0.28,0.0,0.58,0.028294124
0.0,0.28,0.0,0.59,0.03704146
0.0,0.28,0.0,0.6,0.04893876
0.0,0.28,0.0,0.61,0.031969044
0.0,0.28,0.0,0.63,0.03652801
0.0,0.28,0.0,0.64,0.042781588
0.0,0.28,0.0,0.65,0.033327643
0.0,0.28,0.0,0.66,0.03607184
0.0,0.28,0.0,0.69,0.035154086
0.0,0.28,0.0,0.73,0.049283806
0.0,0.28,0.01,0.5,0.043986462
